"page_id","urlslug","ID","ALIGN","SEX","ALIVE","APPEARANCES","FIRST.APPEARANCE","comic","PHYSICAL"
709156,"\/Klaus_Fuchs_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",1,"Nov-10","marvl"," , Brown Hair"
30311,"\/Kariooq_(Earth-616)","Public Identity","Bad Characters","","Living Characters",9,"Jul-85","marvl"," , "
79609,"\/Damon_Mathias_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Dec-92","marvelcomics"," , "
629849,"\/Miyami_(Earth-616)","Public Identity","Bad Characters","Female Characters","Deceased Characters",4,"Jan-92","MV","Brown Eyes , Black Hair"
409393,"\/Harry_Manners_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Deceased Characters",2,"Jan-98","Marvel Comics"," , "
312573,"\/wiki\/Evil_(Earth-Two)","","Bad Characters","","Living Characters",1,"1982","DC comics"," , "
18392,"\/Abner_Abernathy_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",1,"Mar-82","Marvel Comics"," , "
587333,"\/Taxi_Taylor_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",5,"Jul-12","Marvel Comics"," , Black Hair"
641893,"\/Chiga_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Jan-55","MV"," , Bald"
87312,"\/wiki\/Heino_Okata_(New_Earth)","","Good Characters","Male Characters","Living Characters",13,"2008, August","dc comics"," , "
745832,"\/Slambeaux_(Android)_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",1,"Aug-91","marvelcomics"," , Black Hair"
503969,"\/Emmie_Stevens_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"Aug-11","marvelcomics","Brown Eyes , Brown Hair"
15076,"\/Alexi_Garnoff_(Earth-616)","Secret Identity","","Male Characters","Living Characters",7,"Oct-86","Marvel"," , Brown Hair"
128247,"\/Slag_(Slagley)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",2,"","marvl"," , Black Hair"
208582,"\/wiki\/Laryn_Nelson_(New_Earth)","","Good Characters","Female Characters","Living Characters",1,"2007, November","dc comics"," , Brown Hair"
2147,"\/Mercurio_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",14,"Oct-72","Marvel Comics","White Eyes , No Hair"
506749,"\/Wilfred_Noble_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Oct-74","marvel"," , "
237463,"\/Harold_Bough_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",NA,"May-48","marvel"," , White Hair"
194533,"\/wiki\/Vulcanus_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",4,"1984, October","dc comics"," , "
695384,"\/Horace_Littleton_(Earth-616)","","Bad Characters","Male Characters","Living Characters",6,"","MV"," , "
303170,"\/wiki\/Zaius_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",3,"2003, August","DC comics"," , "
30295,"\/wiki\/Marco_Polo_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",26,"1938, June","DC"," , Black Hair"
41591,"\/Moloch_(Demon)_(Earth-616)","","Bad Characters","","Living Characters",1,"Aug-90","marvelcomics"," , "
19019,"\/wiki\/Shiva_Nataraja_(New_Earth)","","","","Living Characters",3,"1999, September","DC Comics"," , "
531125,"\/Seer_(Latverian)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Jun-98","marvelcomics"," , White Hair"
190716,"\/wiki\/Mind%27s_Eye_(New_Earth)","","Bad Characters","Male Characters","Living Characters",NA,"1997, January","DC"," , "
177272,"\/wiki\/Sn%27Hoj_(New_Earth)","","Bad Characters","","Living Characters",NA,"2007, August","DC"," , "
483685,"\/Larry_Wagner_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",5,"May-72","marvl"," , Blond Hair"
335108,"\/wiki\/Starro_the_Cat_(New_Earth)","Public Identity","","Male Characters","Living Characters",7,"1999, April","DC Comics","Green Eyes , White Hair"
755103,"\/Professor_Grimm_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",1,"Feb-49","MV"," , Black Hair"
144493,"\/wiki\/Zghithii_(New_Earth)","","Good Characters","Male Characters","Living Characters",7,"1985, July","DC"," , "
289238,"\/wiki\/Lead_Girl_(New_Earth)","Secret Identity","Good Characters","Female Characters","Living Characters",2,"1968, July","DC comics","Photocellular Eyes , "
29160,"\/Theobald_Blott_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",2,"Dec-91","marvel","Blue Eyes , White Hair"
601960,"\/Kazimierz_Kazimierczak_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",6,"Apr-13","marvelcomics","Blue Eyes , Blond Hair"
434082,"\/Iron_Cross_(Uberkommandos)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",4,"Dec-10","Marvel Comics"," , Bald"
16233,"\/Joseph_Bailey_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",5,"Dec-88","marvel","Green Eyes , Red Hair"
495851,"\/Ilya_Koblev_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"","Marvel","White Eyes , White Hair"
5308,"\/Oscar_Kincaid,_Jr._(Earth-616)","","","Male Characters","Living Characters",1,"Dec-76","Marvel Comics"," , "
499760,"\/Doctor_Frankenstein_(WWII)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Jun-44","Marvel"," , White Hair"
278334,"\/Catastrophe_Jen_(Earth-616)","Public Identity","Bad Characters","Female Characters","Living Characters",4,"May-03","marvl","Brown Eyes , Brown Hair"
117212,"\/Christina_Aguilar_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"Jun-91","MV","Brown Eyes , Brown Hair"
147790,"\/wiki\/Rebecca_Langstrom_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",20,"1978, May","dc comics"," , Blond Hair"
7388,"\/wiki\/Warren_Lawford_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",9,"1958, March","DC"," , "
208840,"\/wiki\/Noble_(New_Earth)","","Bad Characters","Male Characters","Living Characters",11,"1998, December","DC comics","Orange Eyes , Grey Hair"
587426,"\/Jeffrey_Holloway_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",3,"Jul-02","marvel","Grey Eyes , Blond Hair"
674863,"\/Kevin_(mutant)_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Apr-00","marvl"," , Blond Hair"
1458,"\/wiki\/Green_Lantern_(Hal_Jordan)","Secret Identity","Good Characters","Male Characters","Living Characters",1565,"1959, October","dc comics","Brown Eyes , Brown Hair"
410772,"\/Tryx_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",4,"Dec-73","Marvel Comics"," , Brown Hair"
145153,"\/wiki\/Davo_Yull_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",3,"1967, January","DC Comics"," , Black Hair"
278948,"\/wiki\/Matthew_Taylor_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",14,"1993, February","DC Comics","Brown Eyes , Black Hair"
67077,"\/Provost_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Apr-06","Marvel","Blue Eyes , Bald"
312598,"\/wiki\/Cleric_(New_Earth)","Public Identity","Good Characters","Male Characters","Deceased Characters",11,"1989, May","DC","Red Eyes , White Hair"
15216,"\/Lamar_Cransfield_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",NA,"","MV"," , "
280863,"\/William_(Mutant)_(Earth-616)","","Neutral Characters","Male Characters","Deceased Characters",1,"Oct-01","marvl","White Eyes , Grey Hair"
27848,"\/Defiler_(Earth-616)","Secret Identity","","Male Characters","Living Characters",1,"Nov-88","Marvel","Brown Eyes , Red Hair"
157371,"\/wiki\/Warlock_of_Ys_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",11,"1966, January","dc comics","Black Eyes , "
67988,"\/Danny_Granville_(Earth-616)","Public Identity","","Male Characters","Living Characters",11,"Jan-07","MV","Blue Eyes , Blond Hair"
342365,"\/wiki\/Grant_Morrison_(New_Earth)","Secret Identity","Neutral Characters","Male Characters","Deceased Characters",4,"1990, July","dc comics"," , Black Hair"
183049,"\/wiki\/Jack_of_Spades_III_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",18,"1982, June","DC"," , Blond Hair"
300171,"\/Assassin_(Brood)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Jun-92","MV"," , "
5880,"\/wiki\/Elinore_Lane_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",32,"1959, November","DC comics"," , Black Hair"
681238,"\/Billy_Yuan_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",2,"May-99","marvel","Brown Eyes , Black Hair"
344698,"\/Fang_(WWII)_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",2,"Sep-41","MV"," , Black Hair"
681380,"\/Sanford_Chesney_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Jul-99","marvl"," , Bald"
297207,"\/wiki\/Miss_Tribb_(New_Earth)","Public Identity","Neutral Characters","Female Characters","Living Characters",1,"1990, November","dc comics","Red Eyes , Black Hair"
427058,"\/Todd_Blanding_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",1,"Jul-97","MV","Brown Eyes , Blond Hair"
288063,"\/wiki\/Donald_Fite_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",25,"1998, September","dc comics","Brown Eyes , Black Hair"
495231,"\/Bucka_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"May-44","marvel"," , Brown Hair"
94360,"\/Marilou_(Earth-616)","Secret Identity","Good Characters","Female Characters","Deceased Characters",2,"Feb-96","Marvel"," , White Hair"
95007,"\/Ralph_(Spider-Woman_Character)_(Earth-616)","","","Male Characters","Living Characters",NA,"Jul-80","Marvel"," , Grey Hair"
30516,"\/Tithe_Collector_(Earth-616)","","Bad Characters","Male Characters","Living Characters",7,"Dec-93","marvelcomics"," , "
4420,"\/Samantha_McGee_(Earth-616)","","Bad Characters","Female Characters","Living Characters",6,"Oct-99","marvl"," , Brown Hair"
706215,"\/Rilker_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Jan-99","MV","Brown Eyes , Brown Hair"
721885,"\/Elizabeth_Ross_(Counter-Earth)_(Earth-616)","No Dual Identity","","Female Characters","Living Characters",1,"Dec-72","MV","Blue Eyes , Brown Hair"
136002,"\/wiki\/Amsel_Reiniger_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",6,"2000, May","dc comics","Blue Eyes , Blond Hair"
117362,"\/Antonio_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",2,"Mar-06","Marvel","Blue Eyes , Black Hair"
134209,"\/wiki\/Adam_Sharp_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",6,"2008, July","dc comics","Black Eyes , "
280247,"\/Skottie_Hightower_(Earth-616)","","","Male Characters","Living Characters",1,"Feb-85","MV"," , "
353252,"\/wiki\/Diana_Tyler_(New_Earth)","Public Identity","Good Characters","Female Characters","Living Characters",1,"1989, March","DC Comics"," , Black Hair"
345899,"\/wiki\/Astarte_(New_Earth)","","Bad Characters","Female Characters","Living Characters",3,"2010, May","DC","Blue Eyes , Blond Hair"
2366,"\/Jennifer_Stavros_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Deceased Characters",33,"Jun-84","marvelcomics","Blue Eyes , Blond Hair"
468474,"\/Clancy_Mullaney_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",1,"Jan-42","marvl"," , Brown Hair"
663040,"\/Domitian_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"Mar-95","marvelcomics","White Eyes , White Hair"
250129,"\/Benjamin_Pancake_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"Nov-02","marvelcomics"," , "
10211,"\/Toru_Tarakoto_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",4,"Oct-70","MV","Brown Eyes , Black Hair"
1647,"\/Carl_Walker_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",26,"Jan-74","Marvel Comics","Brown Eyes , Brown Hair"
741844,"\/Terry_Schreck_(Earth-1610)","No Dual Identity","Good Characters","Male Characters","Living Characters",5,"","marvel","Pink Eyes , Black Hair"
138548,"\/wiki\/Walter_Pratt_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",8,"2005, March","DC comics"," , White Hair"
15306,"\/Thomas_Stuart_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",15,"Dec-73","marvl","Brown Eyes , Blond Hair"
501058,"\/Sturm_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"May-03","MV"," , "
2222,"\/Nicodemus_(Mutant)_(Earth-616)","Secret Identity","","Male Characters","Deceased Characters",3,"May-92","Marvel Comics"," , White Hair"
580002,"\/Tom_Smith_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",3,"Jul-64","Marvel"," , Brown Hair"
37394,"\/Augustus_Pugliese_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",25,"May-04","marvel"," , Black Hair"
36136,"\/Rapture_(Sister_Joy)_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",3,"Oct-98","marvel","Red Eyes , Red Hair"
190413,"\/wiki\/Metamorpheus_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",5,"1992, April","dc comics"," , "
18831,"\/Janet_Galloway_(Earth-616)","","","Female Characters","Living Characters",3,"Sep-94","marvl"," , "
514280,"\/Walter_Macken_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",18,"Sep-10","Marvel Comics"," , "
438186,"\/Rococo_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",4,"May-11","marvl","Brown Eyes , Black Hair"
87161,"\/Zero_Enforcement_Response_Option_(Earth-616)","","","","Living Characters",1,"May-94","Marvel"," , "
4885,"\/wiki\/Vortex_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",22,"2004, May","DC comics","Black Eyes , "
256793,"\/wiki\/Pluto_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",7,"","DC Comics"," , "
482017,"\/Herr_Mongrel_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Sep-42","Marvel Comics"," , Brown Hair"
237759,"\/wiki\/Trok_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",9,"1971, May","DC Comics","Red Eyes , "
1175,"\/Achille_DiBacco_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",14,"Mar-79","Marvel"," , "
566849,"\/Aleph_(Garden)_(Earth-616)","No Dual Identity","Neutral Characters","Agender Characters","Deceased Characters",4,"Feb-13","marvl","Yellow Eyes , No Hair"
118106,"\/Roky_Vance_(Earth-616)","","Bad Characters","Male Characters","Living Characters",2,"May-88","marvelcomics"," , Brown Hair"
10539,"\/wiki\/Sam_Simeon_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",26,"1968, September","DC","Hazel Eyes , Black Hair"
273607,"\/wiki\/Patty_Patty_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",2,"1996, July","dc comics","Black Eyes , Blond Hair"
509515,"\/Max_(Cameraman)_(Earth-616)","","","Male Characters","Living Characters",1,"Aug-68","marvl"," , "
70403,"\/wiki\/Carl_Draper_(New_Earth)","","","Male Characters","Living Characters",19,"1979, January","DC Comics"," , "
40713,"\/Zhered-Na_(Earth-616)","","Good Characters","Female Characters","Living Characters",5,"Aug-73","marvel","Blue Eyes , "
483913,"\/Sarah_Mumford_(Earth-616)","","Good Characters","Female Characters","Living Characters",7,"Mar-79","Marvel"," , "
202876,"\/wiki\/Alyce_Sinner_(New_Earth)","Public Identity","Bad Characters","Female Characters","Living Characters",12,"2009, December","DC","Brown Eyes , Black Hair"
414518,"\/Brokar_(Earth-616)","","","Male Characters","Living Characters",1,"Feb-77","Marvel"," , Black Hair"
